# case_id	case_type	artifact_ref	artifact_sha3_256	first_required_by_baseline	introduced_in_release	introduced_in_corpus_revision	construction	parent_case_id	payload_transcript_kind	payload_origin_ids	credential_id	outcome	expectation_scope	capability_id	condition_id	diagnostic_class	expected_ref	expected_sha3_256
public-key-canonical	public_key_decode	artifacts/public-key/public-key-canonical.public.key	000270baf930bf0f6735ac25c4dd8e91861156741cc178bfca538b2e8bf66fdd	0.3.0	0.3.0	1	fabricated	-	not_applicable	-	none	accept	invariant	-	-	-	expected/public-key/public-key-canonical.bin	ca0067e4a7a5bca494926d155289803d6542e2d6ee3c0ab9a92d6d38f8f954ca
public-key-without-trailing-lf	public_key_decode	artifacts/public-key/public-key-without-trailing-lf.public.key	18792b46706ed1a5706fdfb418a3cf5a206487c39298a43fe30531d7fb6e78a9	0.3.0	0.3.0	1	fabricated	-	not_applicable	-	none	accept	invariant	-	-	-	expected/public-key/public-key-without-trailing-lf.bin	ca0067e4a7a5bca494926d155289803d6542e2d6ee3c0ab9a92d6d38f8f954ca
public-key-checksum-corrupted	public_key_decode	artifacts/public-key/public-key-checksum-corrupted.public.key	8baec8eb106f15c6e98dbdfcdf529ccb7a6e3171aea1d2ab2dcec3280a8cc485	0.3.0	0.3.0	1	fabricated	-	not_applicable	-	none	reject	invariant	-	public_key_bech32_checksum_mismatch	malformed_public_key	-	-
public-key-uppercase	public_key_decode	artifacts/public-key/public-key-uppercase.public.key	5207cd783d5a84e84ab122ff535d37989c2884b6b706399c4fc2dea3db575f9f	0.3.0	0.3.0	1	fabricated	-	not_applicable	-	none	reject	invariant	-	public_key_not_canonical_lowercase	malformed_public_key	-	-
public-key-leading-whitespace	public_key_decode	artifacts/public-key/public-key-leading-whitespace.public.key	70996bff3dc3cd24572a14b5e2e4a3048365f6fc48c0626faa01f16927e21d76	0.3.0	0.3.0	1	fabricated	-	not_applicable	-	none	reject	invariant	-	public_key_surrounding_whitespace	malformed_public_key	-	-
public-key-two-trailing-newlines	public_key_decode	artifacts/public-key/public-key-two-trailing-newlines.public.key	6ada37c3251864419f06eb0074290aef93851852ce9ef3ca5c301c00cc1ea683	0.3.0	0.3.0	1	fabricated	-	not_applicable	-	none	reject	invariant	-	public_key_more_than_one_trailing_newline	malformed_public_key	-	-
public-key-empty	public_key_decode	artifacts/public-key/public-key-empty.public.key	a7ffc6f8bf1ed76651c14756a061d662f580ff4de43b49fa82d80a4b80f8434a	0.3.0	0.3.0	1	fabricated	-	not_applicable	-	none	reject	invariant	-	public_key_file_empty	malformed_public_key	-	-
public-key-wrong-hrp	public_key_decode	artifacts/public-key/public-key-wrong-hrp.public.key	673350c7c139d6fd1118555767e3e7d6d2a79bd4e94c9db76393a0dcbcf3be7f	0.3.0	0.3.0	1	fabricated	-	not_applicable	-	none	reject	invariant	-	public_key_human_readable_part_not_fcr	malformed_public_key	-	-
public-key-internal-checksum-corrupted	public_key_decode	artifacts/public-key/public-key-internal-checksum-corrupted.public.key	cbe224a32870d939b3d118e3ad0f8e8de9c23bf57d6bb6fd4036812804c20bbd	0.3.0	0.3.0	1	fabricated	-	not_applicable	-	none	reject	invariant	-	public_key_internal_checksum_mismatch	malformed_public_key	-	-
public-key-truncated	public_key_decode	artifacts/public-key/public-key-truncated.public.key	c394a73b7d40f9cf7cae7e14c6a6dc98e6063a198148c96e14ff40db415ccd02	0.3.0	0.3.0	1	fabricated	-	not_applicable	-	none	reject	invariant	-	public_key_string_truncated	malformed_public_key	-	-
public-key-version-zero	public_key_decode	artifacts/public-key/public-key-version-zero.public.key	8abd41603e22ea09f4d1c97b7d5e077b5bc3587b8b560914dd64568ea7728a26	0.3.0	0.3.0	1	fabricated	-	not_applicable	-	none	reject	invariant	-	public_key_version_reserved_zero	malformed_public_key	-	-
public-key-newer-version	public_key_decode	artifacts/public-key/public-key-newer-version.public.key	02f8f9d8c97ee71209f3b0fc251bc629d1974f46c7701d87a9129d828c196c31	0.3.0	0.3.0	1	fabricated	-	not_applicable	-	none	reject	capability_relative	public_key_version:0x02	public_key_version_not_supported	unsupported_public_key_version	-	-
public-key-unsupported-type	public_key_decode	artifacts/public-key/public-key-unsupported-type.public.key	61480333ef3d411351fb11e15e052b10cca97e964c9d8f80a7605fe128419d24	0.3.0	0.3.0	1	fabricated	-	not_applicable	-	none	reject	capability_relative	key_type:test/future-kem	public_key_type_not_supported	unsupported_key_type	-	-
public-key-material-field-prime-minus-one	public_key_decode	artifacts/public-key/public-key-material-field-prime-minus-one.public.key	bdc0eb91c3a5269c828b4aa3988cf407c04ad3f356035cbab45893e8a58d4dd4	0.3.0	0.3.0	1	fabricated	-	not_applicable	-	none	accept	invariant	-	-	-	expected/public-key/public-key-material-field-prime-minus-one.bin	34c938d169442830d615f4ebb6258ed8d7d5d7199236cf4ce5b30c20f6c12bb6
public-key-material-all-zero	public_key_decode	artifacts/public-key/public-key-material-all-zero.public.key	f45cc5ea36182ba5a55e81dd3826d248bc4778c41f31bf76c3e2ddf9ca22b9a6	0.3.0	0.3.0	1	fabricated	-	not_applicable	-	none	reject	invariant	-	public_key_material_all_zero	malformed_public_key	-	-
public-key-material-field-prime	public_key_decode	artifacts/public-key/public-key-material-field-prime.public.key	ce212a05c085f7788886de0c2edf9266b567f7bc7378839c594e9e49157f5cef	0.3.0	0.3.0	1	fabricated	-	not_applicable	-	none	reject	invariant	-	public_key_material_not_canonical	malformed_public_key	-	-
public-key-material-field-prime-plus-one	public_key_decode	artifacts/public-key/public-key-material-field-prime-plus-one.public.key	81fbd8aa3190db8ec5db3a2f92acb83c0d375510a9214ca5cda441d5a7658089	0.3.0	0.3.0	1	fabricated	-	not_applicable	-	none	reject	invariant	-	public_key_material_not_canonical	malformed_public_key	-	-
public-key-material-max-255-bit	public_key_decode	artifacts/public-key/public-key-material-max-255-bit.public.key	4fda13fc9d9b9e5de6d9999a64d260d86926e5f08749083144a878147c09a283	0.3.0	0.3.0	1	fabricated	-	not_applicable	-	none	reject	invariant	-	public_key_material_not_canonical	malformed_public_key	-	-
public-key-material-high-bit-set	public_key_decode	artifacts/public-key/public-key-material-high-bit-set.public.key	d609cd9255f35d0c6e092f96dcb6bb3ffe977b984f138cafd0eb6d1a9ddc3a9b	0.3.0	0.3.0	1	fabricated	-	not_applicable	-	none	reject	invariant	-	public_key_material_high_bit_not_masked	malformed_public_key	-	-
public-key-material-wrong-length	public_key_decode	artifacts/public-key/public-key-material-wrong-length.public.key	5cb7063db83ae6c85e9b53874e4f798598af9eadd74da72368895a71761f4630	0.3.0	0.3.0	1	fabricated	-	not_applicable	-	none	reject	invariant	-	public_key_material_not_32_bytes	malformed_public_key	-	-
private-key-bad-magic	private_key_validate	artifacts/private-key/private-key-bad-magic.private.key	3879ac9068bdf0d82aec708f20601a916f68397ba7b487aef4c1c1cf46197710	0.3.0	0.3.0	1	fabricated	-	not_applicable	-	none	reject	invariant	-	private_key_magic_mismatch	not_a_key_file	-	-
private-key-version-zero	private_key_validate	artifacts/private-key/private-key-version-zero.private.key	9c30f7a5accf58a393be738732d500fb6924b16f4f64647ea1f5e142d223b3fc	0.3.0	0.3.0	1	fabricated	-	not_applicable	-	none	reject	invariant	-	private_key_version_reserved_zero	malformed_private_key	-	-
private-key-wrong-kind	private_key_validate	artifacts/private-key/private-key-wrong-kind.private.key	30aed2a6d85cfa0aedff4594e213267c05eedf9eb35b035c239735f5952b69cb	0.3.0	0.3.0	1	fabricated	-	not_applicable	-	none	reject	invariant	-	private_key_kind_not_private_key	wrong_kind	-	-
private-key-key-flags-nonzero	private_key_validate	artifacts/private-key/private-key-key-flags-nonzero.private.key	7fe8979dc82d3bb7a3a7707bb1d36762d3bb928a390567107631c40bd76872a0	0.3.0	0.3.0	1	fabricated	-	not_applicable	-	none	reject	invariant	-	private_key_flags_nonzero	malformed_private_key	-	-
private-key-truncated	private_key_validate	artifacts/private-key/private-key-truncated.private.key	18e512dac5de96a430b75e91f664bd64af80cb17a2920595f13d48d006b1f453	0.3.0	0.3.0	1	fabricated	-	not_applicable	-	none	reject	invariant	-	private_key_ends_before_declared_fields	malformed_private_key	-	-
private-key-trailing-data	private_key_validate	artifacts/private-key/private-key-trailing-data.private.key	b4cb40b709d817e2b2b625f74ba0b516314fabf8ec48e7644e74e07c5fe46a1b	0.3.0	0.3.0	1	fabricated	-	not_applicable	-	none	reject	invariant	-	private_key_bytes_follow_declared_fields	malformed_private_key	-	-
private-key-newer-version	private_key_validate	artifacts/private-key/private-key-newer-version.private.key	06a870badc873e7e191c5b611afa4de94e78f52ecaad03590b4a5ae90c013468	0.3.0	0.3.0	1	fabricated	-	not_applicable	-	none	reject	capability_relative	private_key_version:0x02	private_key_version_unsupported	unsupported_private_key_version	-	-
private-key-given-public-key-file	private_key_validate	artifacts/private-key/private-key-given-public-key-file.private.key	000270baf930bf0f6735ac25c4dd8e91861156741cc178bfca538b2e8bf66fdd	0.3.0	0.3.0	1	fabricated	-	not_applicable	-	none	reject	invariant	-	private_key_reader_given_public_key_file	wrong_key_file_type	-	-
private-key-ext-ignorable	private_key_open	artifacts/private-key/private-key-ext-ignorable.private.key	fca0b2d0d963221c5e34b049094c922a5c920cc6a71ef60a042c9f15e3433fb8	0.3.0	0.3.0	1	fabricated	-	not_applicable	-	private-key-a	accept	invariant	-	-	-	expected/private-key/private-key-ext-ignorable.bin	ca0067e4a7a5bca494926d155289803d6542e2d6ee3c0ab9a92d6d38f8f954ca
private-key-ext-unknown-critical	private_key_open	artifacts/private-key/private-key-ext-unknown-critical.private.key	07be0a5b6c435813b9f31a4533e23bdb66bc4d4c2fe9b8d48f91d4b42aa1d474	0.3.0	0.3.0	1	fabricated	-	not_applicable	-	private-key-a	reject	capability_relative	private_key_tlv:0x8001	private_key_ext_unknown_critical_tag	unknown_critical_tlv	-	-
private-key-ext-malformed	private_key_open	artifacts/private-key/private-key-ext-malformed.private.key	27e94debb1e87f339292a9b92ffb9803e1ce4baed0804ac077015726d683c20e	0.3.0	0.3.0	1	fabricated	-	not_applicable	-	private-key-a	reject	invariant	-	private_key_ext_value_runs_past_region	malformed_tlv	-	-
private-key-public-secret-mismatch	private_key_open	artifacts/private-key/private-key-public-secret-mismatch.private.key	83091e62c837400b63a2dbb46e6f91238df5eb81272ab2c492f13ad6066d6ebd	0.3.0	0.3.0	1	fabricated	-	not_applicable	-	private-key-a	reject	invariant	-	private_key_public_material_not_derived_from_secret	malformed_private_key	-	-
private-key-wrapped-secret-over-default-cap	private_key_open	artifacts/private-key/private-key-wrapped-secret-over-default-cap.private.key	fe29b8a6239e66b576a0caad4345912f44e51c0902e612a51fbcfa9ff809edec	0.3.0	0.3.0	1	fabricated	-	not_applicable	-	private-key-a	reject	invariant	-	private_key_wrapped_secret_over_local_cap	resource_cap_exceeded	-	-
private-key-open-canonical	private_key_open	artifacts/private-key/private-key-open-canonical.private.key	7863d29a87a1c5ca0f42411db80fdb5d63561895ff4f1bf2fc927b98e1a6c1b8	0.3.0	0.3.0	1	fabricated	-	not_applicable	-	private-key-a	accept	invariant	-	-	-	expected/private-key/private-key-open-canonical.bin	ca0067e4a7a5bca494926d155289803d6542e2d6ee3c0ab9a92d6d38f8f954ca
private-key-wrong-passphrase	private_key_open	artifacts/private-key/private-key-wrong-passphrase.private.key	7863d29a87a1c5ca0f42411db80fdb5d63561895ff4f1bf2fc927b98e1a6c1b8	0.3.0	0.3.0	1	fabricated	-	not_applicable	-	private-key-a-wrong-unlock	reject	invariant	-	private_key_wrong_unlock_passphrase	private_key_unlock_failed	-	-
private-key-cleartext-aad-tampered	private_key_open	artifacts/private-key/private-key-cleartext-aad-tampered.private.key	afdb3c5522dc37a2f0e475ef0fdd57def14463fc7e0788a754fcdcb626157de3	0.3.0	0.3.0	1	fabricated	-	not_applicable	-	private-key-a	reject	invariant	-	private_key_cleartext_aad_modified	private_key_unlock_failed	-	-
private-key-wrapped-secret-tampered	private_key_open	artifacts/private-key/private-key-wrapped-secret-tampered.private.key	7fdc90dc8a8321a546e210896486c71418872460fcccb49e4ce787da730b236c	0.3.0	0.3.0	1	fabricated	-	not_applicable	-	private-key-a	reject	invariant	-	private_key_wrapped_secret_modified	private_key_unlock_failed	-	-
fca-file-root-valid	fcr_decrypt	artifacts/fcr/fca-file-root-valid.fcr	62aca96010088e1cb19dbfbcb6d915c46d90a49cb054b7195d70179054a118f6	0.3.0	0.3.0	1	fabricated	-	origins	origin-fca-file-root-valid	passphrase-main	accept	invariant	-	-	-	expected/plaintext/fca-file-root-valid.bin	fa4a8826278f9ca415ce458098c07a761a0b4a1a84017662e81d2da8fc95fcaa
fca-directory-root-valid	fcr_decrypt	artifacts/fcr/fca-directory-root-valid.fcr	ec4125e35e93ccde957867d1888d881f2b5a429da42142a1dadc7b0c8631d56f	0.3.0	0.3.0	1	fabricated	-	origins	origin-fca-directory-root-valid	passphrase-main	accept	invariant	-	-	-	expected/plaintext/fca-directory-root-valid.bin	2e5fb5565db695fce9da6a3eb91252c3e05a4b48037443d437859f87de4f7f53
fca-manifest-noncanonical-order-valid	fcr_decrypt	artifacts/fcr/fca-manifest-noncanonical-order-valid.fcr	f2dfadd3d36d66d56fecc923951ea52a69f430f00b246bff24071890baf3e1a1	0.3.0	0.3.0	1	fabricated	-	origins	origin-fca-manifest-noncanonical-order-valid	passphrase-main	accept	invariant	-	-	-	expected/plaintext/fca-manifest-noncanonical-order-valid.bin	2e5fb5565db695fce9da6a3eb91252c3e05a4b48037443d437859f87de4f7f53
fca-bad-magic	fcr_decrypt	artifacts/fcr/fca-bad-magic.fcr	cf92387eddcb00df55513775dd89f9f9b448701ff0d3216cd832c5f8da45548b	0.3.0	0.3.0	1	fabricated	-	origins	origin-fca-bad-magic	passphrase-main	reject	invariant	-	fca_magic_mismatch	malformed_archive	-	-
fca-version-zero	fcr_decrypt	artifacts/fcr/fca-version-zero.fcr	9bed2700e7745c92fc81eb53017cf9bb15b526d6fba24afca4ccfbbb63208381	0.3.0	0.3.0	1	fabricated	-	origins	origin-fca-version-zero	passphrase-main	reject	invariant	-	fca_version_reserved_zero	malformed_archive	-	-
fca-flags-nonzero	fcr_decrypt	artifacts/fcr/fca-flags-nonzero.fcr	4f80153cac0d517d80b4fe52b59423d7cad5be85d75c9e55d5bc0e5d302c8e14	0.3.0	0.3.0	1	fabricated	-	origins	origin-fca-flags-nonzero	passphrase-main	reject	invariant	-	fca_flags_nonzero	malformed_archive	-	-
fca-entry-count-zero	fcr_decrypt	artifacts/fcr/fca-entry-count-zero.fcr	a4dcada26d6310967331afaba5d5e0f84527046cd50e13ecabb2fcc7cc8e0472	0.3.0	0.3.0	1	fabricated	-	origins	origin-fca-entry-count-zero	passphrase-main	reject	invariant	-	fca_entry_count_zero	malformed_archive	-	-
fca-manifest-len-zero	fcr_decrypt	artifacts/fcr/fca-manifest-len-zero.fcr	f4562e7d9ef34ab7e2251bfb096eed2ea68bcc0509bc90782225546f786697d5	0.3.0	0.3.0	1	fabricated	-	origins	origin-fca-manifest-len-zero	passphrase-main	reject	invariant	-	fca_manifest_len_zero	malformed_archive	-	-
fca-total-bytes-disagree	fcr_decrypt	artifacts/fcr/fca-total-bytes-disagree.fcr	68ded36d964178a7e3c6cf5d0041227090131ebb85abdf6306cad111cc943ea4	0.3.0	0.3.0	1	fabricated	-	origins	origin-fca-total-bytes-disagree	passphrase-main	reject	invariant	-	fca_total_file_bytes_disagrees_with_entries	malformed_archive	-	-
fca-newer-version	fcr_decrypt	artifacts/fcr/fca-newer-version.fcr	206cac46260c562234190226492644f78980aae3f93f0b7f0ee6e670b7b64359	0.3.0	0.3.0	1	fabricated	-	origins	origin-fca-newer-version	passphrase-main	reject	capability_relative	fca_version:0x02	fca_version_unsupported	unsupported_fca_version	-	-
fca-duplicate-paths	fcr_decrypt	artifacts/fcr/fca-duplicate-paths.fcr	147a9c397d3c449b62ae58fbbabbedb60e3810fd8a156e4fe19803ebb76e5198	0.3.0	0.3.0	1	fabricated	-	origins	origin-fca-duplicate-paths	passphrase-main	reject	invariant	-	fca_duplicate_entry_path	invalid_archive_tree	-	-
fca-ascii-case-collision	fcr_decrypt	artifacts/fcr/fca-ascii-case-collision.fcr	ddb1e12c1c8effca3647b6013bcf2bb1c199321375d52e51e437fa7e30a67a80	0.3.0	0.3.0	1	fabricated	-	origins	origin-fca-ascii-case-collision	passphrase-main	reject	invariant	-	fca_paths_collide_ignoring_ascii_case	invalid_archive_tree	-	-
fca-missing-parent	fcr_decrypt	artifacts/fcr/fca-missing-parent.fcr	bc48bcde09db96e7b6d8667bd577c16f52f7167fd230aea8aae6c0f794d25e88	0.3.0	0.3.0	1	fabricated	-	origins	origin-fca-missing-parent	passphrase-main	reject	invariant	-	fca_entry_parent_absent	invalid_archive_tree	-	-
fca-child-under-file	fcr_decrypt	artifacts/fcr/fca-child-under-file.fcr	f57c0771f9152c426c646d6f9b0da74773b580630536aba614ab3a2d494f2984	0.3.0	0.3.0	1	fabricated	-	origins	origin-fca-child-under-file	passphrase-main	reject	invariant	-	fca_child_under_file_path	invalid_archive_tree	-	-
fca-multiple-roots	fcr_decrypt	artifacts/fcr/fca-multiple-roots.fcr	3a6493366ffee342dc873a032b59f2c28ee4f9f37d6b9d8f7646bfddebdc63b2	0.3.0	0.3.0	1	fabricated	-	origins	origin-fca-multiple-roots	passphrase-main	reject	invariant	-	fca_more_than_one_top_level_root	invalid_archive_tree	-	-
fca-path-absolute	fcr_decrypt	artifacts/fcr/fca-path-absolute.fcr	2838dc5fac76b46c79e39113d2bd9a470c45231d88a76b7ffb29dc3d57b52eff	0.3.0	0.3.0	1	fabricated	-	origins	origin-fca-path-absolute	passphrase-main	reject	invariant	-	fca_path_is_absolute	unsafe_archive_path	-	-
fca-path-parent-component	fcr_decrypt	artifacts/fcr/fca-path-parent-component.fcr	7a6e720613f2eda7de9504af02f79e8e866b87cbb73c37dff2caf4ae0bdbdaf1	0.3.0	0.3.0	1	fabricated	-	origins	origin-fca-path-parent-component	passphrase-main	reject	invariant	-	fca_path_has_parent_component	unsafe_archive_path	-	-
fca-path-current-component	fcr_decrypt	artifacts/fcr/fca-path-current-component.fcr	fa5e582c368af76532cc5ac297dd0f419b88c50aa589019720a62e5a63a26205	0.3.0	0.3.0	1	fabricated	-	origins	origin-fca-path-current-component	passphrase-main	reject	invariant	-	fca_path_has_current_component	unsafe_archive_path	-	-
fca-path-trailing-slash	fcr_decrypt	artifacts/fcr/fca-path-trailing-slash.fcr	4bb5b29eef4d19916f5a1c2ead3db425c9e96d3351e77c9d2d5d92cd28c02c88	0.3.0	0.3.0	1	fabricated	-	origins	origin-fca-path-trailing-slash	passphrase-main	reject	invariant	-	fca_path_has_trailing_separator	unsafe_archive_path	-	-
fca-path-repeated-slash	fcr_decrypt	artifacts/fcr/fca-path-repeated-slash.fcr	e9a1b3abee816965e8ebfec24fda7fac56d2703b97e82394da1c55cafd454bee	0.3.0	0.3.0	1	fabricated	-	origins	origin-fca-path-repeated-slash	passphrase-main	reject	invariant	-	fca_path_has_repeated_separator	unsafe_archive_path	-	-
fca-path-backslash	fcr_decrypt	artifacts/fcr/fca-path-backslash.fcr	d3f493cab7e4c572cec056fa4284f908773b8b7110b044e65dcb145ae0540ab6	0.3.0	0.3.0	1	fabricated	-	origins	origin-fca-path-backslash	passphrase-main	reject	invariant	-	fca_path_has_backslash	unsafe_archive_path	-	-
fca-path-windows-reserved-name	fcr_decrypt	artifacts/fcr/fca-path-windows-reserved-name.fcr	9bdc7de39bb5af71631c327892315a09a51e19af0636882f8db43890273a660a	0.3.0	0.3.0	1	fabricated	-	origins	origin-fca-path-windows-reserved-name	passphrase-main	reject	invariant	-	fca_path_uses_windows_device_name	unsafe_archive_path	-	-
fca-path-trailing-dot	fcr_decrypt	artifacts/fcr/fca-path-trailing-dot.fcr	423039e290be78b3e2392007d51addaed258daab0160f594f9553ca18e843144	0.3.0	0.3.0	1	fabricated	-	origins	origin-fca-path-trailing-dot	passphrase-main	reject	invariant	-	fca_path_component_ends_with_dot	unsafe_archive_path	-	-
fca-path-trailing-space	fcr_decrypt	artifacts/fcr/fca-path-trailing-space.fcr	9222a96b59951fff8db008ce517f3df644c7afe99409e94ab1a8c2761029a924	0.3.0	0.3.0	1	fabricated	-	origins	origin-fca-path-trailing-space	passphrase-main	reject	invariant	-	fca_path_component_ends_with_space	unsafe_archive_path	-	-
fca-path-windows-reserved-char	fcr_decrypt	artifacts/fcr/fca-path-windows-reserved-char.fcr	61752ad22c29533a7fdc0121aa3b72200e59107a26828e8ff0ca517505947d75	0.3.0	0.3.0	1	fabricated	-	origins	origin-fca-path-windows-reserved-char	passphrase-main	reject	invariant	-	fca_path_uses_windows_reserved_character	unsafe_archive_path	-	-
fca-path-ascii-control	fcr_decrypt	artifacts/fcr/fca-path-ascii-control.fcr	32ed8c1a0d97780b5628d9195d7acc6ceb9936fe90ae2145222e4c8cf7fcedd9	0.3.0	0.3.0	1	fabricated	-	origins	origin-fca-path-ascii-control	passphrase-main	reject	invariant	-	fca_path_contains_ascii_control	unsafe_archive_path	-	-
fca-path-delete-byte	fcr_decrypt	artifacts/fcr/fca-path-delete-byte.fcr	ddcef7eddfd615ff36f6e36ff37465cf08a640416c2931d327bcb430495fc2a5	0.3.0	0.3.0	1	fabricated	-	origins	origin-fca-path-delete-byte	passphrase-main	reject	invariant	-	fca_path_contains_delete	unsafe_archive_path	-	-
fca-path-c1-control	fcr_decrypt	artifacts/fcr/fca-path-c1-control.fcr	c39027640182230898546385cc42c8418079390689b754608e7a4da5a15b56e8	0.3.0	0.3.0	1	fabricated	-	origins	origin-fca-path-c1-control	passphrase-main	reject	invariant	-	fca_path_contains_c1_control	unsafe_archive_path	-	-
fca-path-bidi-override	fcr_decrypt	artifacts/fcr/fca-path-bidi-override.fcr	46d62d523a796b7e7134ae0b8bb78aa5d2ee1f54f789a233e7440fe9a4b1aaaf	0.3.0	0.3.0	1	fabricated	-	origins	origin-fca-path-bidi-override	passphrase-main	reject	invariant	-	fca_path_contains_bidi_control	unsafe_archive_path	-	-
fca-path-line-separator	fcr_decrypt	artifacts/fcr/fca-path-line-separator.fcr	c535d28963306d4ce8d60a2addb081eeb69fb6aa56631c1580b07a1ec1efee07	0.3.0	0.3.0	1	fabricated	-	origins	origin-fca-path-line-separator	passphrase-main	reject	invariant	-	fca_path_contains_line_separator	unsafe_archive_path	-	-
fca-path-component-over-max	fcr_decrypt	artifacts/fcr/fca-path-component-over-max.fcr	bbbffffffec86d81fac02b7b3da438ff57855688267fdeec3d462adce1d89ae0	0.3.0	0.3.0	1	fabricated	-	origins	origin-fca-path-component-over-max	passphrase-main	reject	invariant	-	fca_path_component_over_max_bytes	unsafe_archive_path	-	-
fca-path-valid-unicode	fcr_decrypt	artifacts/fcr/fca-path-valid-unicode.fcr	b671f21d9004f922e26eb8e65bee8a5c550627830e8984215929d2c5920f9074	0.3.0	0.3.0	1	fabricated	-	origins	origin-fca-path-valid-unicode	passphrase-main	accept	invariant	-	-	-	expected/plaintext/fca-path-valid-unicode.bin	0e162036d55d466f090248c5133be6aaa2f76a25c66b6a634fb48c8cc701f910
fca-entry-mode-above-permission-bits	fcr_decrypt	artifacts/fcr/fca-entry-mode-above-permission-bits.fcr	af79341a8e6b196daf80f5c12f66bc1e433557ec86dea31c13fd88ca0edaa9b2	0.3.0	0.3.0	1	fabricated	-	origins	origin-fca-entry-mode-above-permission-bits	passphrase-main	reject	invariant	-	fca_entry_mode_outside_permission_bits	malformed_archive	-	-
fca-directory-entry-nonzero-size	fcr_decrypt	artifacts/fcr/fca-directory-entry-nonzero-size.fcr	b30e8f5e4580edf8489b92908e99c94c7270f23c7c498578554ed6afdb135619	0.3.0	0.3.0	1	fabricated	-	origins	origin-fca-directory-entry-nonzero-size	passphrase-main	reject	invariant	-	fca_directory_entry_declares_content	malformed_archive	-	-
fca-path-nul-byte	fcr_decrypt	artifacts/fcr/fca-path-nul-byte.fcr	383ae947a947276c4806ef135c9c2492d1576ac3c2d3a5afb4d4b49f7a857195	0.3.0	0.3.0	1	fabricated	-	origins	origin-fca-path-nul-byte	passphrase-main	reject	invariant	-	fca_path_contains_nul	unsafe_archive_path	-	-
fca-archive-ext-ignorable	fcr_decrypt	artifacts/fcr/fca-archive-ext-ignorable.fcr	8581e384d43987b452ad6ab2db741e3ec906ac4c31b9d85772417a407ea5d83e	0.3.0	0.3.0	1	fabricated	-	origins	origin-fca-archive-ext-ignorable	passphrase-main	accept	invariant	-	-	-	expected/plaintext/fca-archive-ext-ignorable.bin	fa4a8826278f9ca415ce458098c07a761a0b4a1a84017662e81d2da8fc95fcaa
fca-entry-ext-ignorable	fcr_decrypt	artifacts/fcr/fca-entry-ext-ignorable.fcr	bb0f0450311f4c497e2a4fddf77fa4677a8ce8c0a93dea5cf2c300f628cf0089	0.3.0	0.3.0	1	fabricated	-	origins	origin-fca-entry-ext-ignorable	passphrase-main	accept	invariant	-	-	-	expected/plaintext/fca-entry-ext-ignorable.bin	fa4a8826278f9ca415ce458098c07a761a0b4a1a84017662e81d2da8fc95fcaa
fca-archive-ext-malformed	fcr_decrypt	artifacts/fcr/fca-archive-ext-malformed.fcr	307ecd6b76815b2bb5b33b0987ed387caf30e8cf952d44c8804628a3f18c3ddd	0.3.0	0.3.0	1	fabricated	-	origins	origin-fca-archive-ext-malformed	passphrase-main	reject	invariant	-	fca_archive_ext_entry_header_truncated	malformed_tlv	-	-
fca-entry-ext-reserved-tag	fcr_decrypt	artifacts/fcr/fca-entry-ext-reserved-tag.fcr	a12bf6e09dc69c905c2aeb33621329ed038c44de9333c080c67fbd6713777a01	0.3.0	0.3.0	1	fabricated	-	origins	origin-fca-entry-ext-reserved-tag	passphrase-main	reject	invariant	-	fca_entry_ext_tag_reserved	malformed_tlv	-	-
fca-content-short	fcr_decrypt	artifacts/fcr/fca-content-short.fcr	0db31e45578064b6f13fadf708e8ee0afab340d5534fe17e5e03242e2912e2f1	0.3.0	0.3.0	1	fabricated	-	origins	origin-fca-content-short	passphrase-main	reject	invariant	-	fca_content_region_ends_before_declared_size	malformed_archive	-	-
fca-content-trailing	fcr_decrypt	artifacts/fcr/fca-content-trailing.fcr	948f52d7620991adc2d4821f745b5bbae0bb7a6fb81631aaa8e8c7aa72fb85f7	0.3.0	0.3.0	1	fabricated	-	origins	origin-fca-content-trailing	passphrase-main	reject	invariant	-	fca_content_region_has_trailing_bytes	malformed_archive	-	-
fca-entry-kind-invalid	fcr_decrypt	artifacts/fcr/fca-entry-kind-invalid.fcr	5bdb76818b060cb08862773b94cbf18d7dffe84d429bb4ca570d98fe27b0b313	0.3.0	0.3.0	1	fabricated	-	origins	origin-fca-entry-kind-invalid	passphrase-main	reject	invariant	-	fca_entry_kind_unknown	malformed_archive	-	-
fca-path-depth-over-default-cap	fcr_decrypt	artifacts/fcr/fca-path-depth-over-default-cap.fcr	cfe2dbcdecdb5e3460d71750515f72844b932f7786dc06ceea0ad14376c36fda	0.3.0	0.3.0	1	fabricated	-	origins	origin-fca-path-depth-over-default-cap	passphrase-main	reject	invariant	-	fca_path_depth_above_default_cap	resource_cap_exceeded	-	-
fca-path-bytes-over-default-cap	fcr_decrypt	artifacts/fcr/fca-path-bytes-over-default-cap.fcr	ce577b68c8796c3267e940d6d2def0ccdbfbd80e1bf4e673c0ca2cd7eb5a0c1d	0.3.0	0.3.0	1	fabricated	-	origins	origin-fca-path-bytes-over-default-cap	passphrase-main	reject	invariant	-	fca_path_bytes_above_default_cap	resource_cap_exceeded	-	-
